brand,make,year,price,km,cm3
Opel,Astra,2004,2850,241189,1686
Fiat,Stilo,2002,1050,212000,1910
Renault,Thalia,2005,1750,142000,1390
Peugeot,307,2005,2350,179500,1560
Peugeot,307,2003,1790,192000,1587
Renault,Laguna,2000,750,217000,1598
Citroen,ZX,1997,700,262800,1360
Peugeot,306,2001,111,149000,1800
Mazda,626,2001,2000,314620,1800
Mercedes,E 200,2011,11300,211000,2143
Hyundai,ix35,2013,10300,102000,1591
Opel,Corsa,2009,3350,179000,1200
Opel,Astra,2004,2250,195325,1686
Peugeot,206,2002,1050,253334,1400
Mazda,3,2004,2300,189000,1999
Opel,Corsa,2007,2500,114976,1248
Citroen,C4,2005,2890,153000,1560
VW,Golf 2,1987,500,1234,1600
Ford,Fiesta,2007,2790,120000,1299
Audi,A4,2008,7690,216000,1968
Peugeot,307,2001,1300,276102,2000
Renault,Kangoo,2002,1900,122000,1598
BMW,520,2006,2350,285000,1996
VW,Golf 6,2009,8750,150666,1984
Renault,Scenic,2008,3200,220000,1870
Ford,Focus,2006,2350,145683,1560
BMW,116,2006,3650,176000,1596
Fiat,Ducato,2014,6999,135000,1956
Mercedes,C 180,2002,2800,200000,1998
Škoda,Octavia,2000,930,278000,1900
Renault,Clio,2007,2500,170350,1598
Mercedes,E 200,2017,24999,203000,1950
Ford,Fiesta,2003,2100,143000,1400
Peugeot,206,2004,1850,250000,1398
Škoda,Roomster,2010,3999,166000,1598
Audi,A6,2008,4999,260000,2697
Mercedes,C 180,2001,2800,226500,1998
Zastava,101,2006,500,37500,1116
Peugeot,307,2001,1150,211000,1998
Audi,A4,2002,3200,300000,1896
VW,Golf 2,1987,500,1234,1600
Opel,Corsa,2004,2200,190000,1
Peugeot,306,2001,111,150000,1997
Renault,Laguna,2005,1800,277000,1900
Fiat,Stilo,2002,1200,191500,1589
Yugo,Koral In,2008,550,197384,1100
Citroen,C4,2007,2500,275390,1560
Renault,Laguna,2008,2990,202673,1995
Mercedes,C 200,2002,2550,242000,2200
Audi,A3,2007,5400,256000,1968
Citroen,C4,2007,2600,223000,1360
VW,Golf 2,1992,600,400000,1600
VW,Sharan,2011,9900,158069,1968
Ford,Transit,1992,1250,210000,2500
Opel,Zafira,2006,2950,220000,1910
Mercedes,B 180,2015,11490,146245,1461
Suzuki,Wagon R+,2004,1450,180000,1300
Škoda,Fabia,2012,4650,168000,1598
Opel,Astra,2006,3190,194409,1910
Opel,Kadett,1985,399,245000,1596
BMW,318,2008,4950,186000,1998
Nissan,Qashqai,2009,5299,237532,1598
Renault,Clio,2002,1300,203569,1486
Ford,Focus,2009,3950,177000,1560
Fiat,Stilo,2004,700,145200,1900
Peugeot,307,2002,1750,177734,1998
Subaru,Outback,2015,12999,189192,1998
Opel,Astra,2001,1750,246123,1700
Renault,Megane,2005,1600,216123,1500
Alfa Romeo,147,2004,1350,190000,1910
Hyundai,Santa Fe,2001,2499,225000,1990
Subaru,Forester,2002,2550,272800,1994
Fiat,Punto,2011,2300,78162,1242
Renault,Clio,2014,4250,149000,1461
Citroen,C4 Grand Picasso,2016,10390,189343,1997
Renault,Scenic,2003,1580,210000,1500
VW,Polo,2005,2290,176711,1198
Ford,Fusion,2003,1550,240000,1390
VW,Golf 4,2001,1800,232128,1984
VW,Jetta,1990,840,123456,1600
Opel,Astra,2015,8999,56947,1364
Peugeot,206,2004,2100,192334,1592
Fiat,Freemonte,2015,15999,119457,1956
Audi,A6,2016,19800,217320,1998
Renault,Megane,2003,1450,230000,1870
Fiat,Stilo,2002,1399,230000,1596
Škoda,Octavia,2008,3950,282000,1896
VW,Polo,2002,1850,210000,1896
Peugeot,307,2004,2050,176206,1598
Dacia,Duster,2014,8999,151741,1461
Ford,Fiesta,2002,499,150000,1250
Opel,Mokka,2016,11990,121951,1598
Opel,Agila,2008,3550,166000,1200
Citroen,C4 Grand Picasso,2007,2450,245719,1560
Fiat,Doblo,2008,3950,170000,1910
BMW,318,2016,16950,159605,1995
Opel,Insignia,2017,17999,127586,1956
VW,Touran,2016,10990,165853,1598
VW,Golf 2,1992,600,400000,1600
Mercedes,A 180,2008,5550,84665,1498
VW,Golf 7,2017,15990,24397,1395
BMW,Serija 3,2015,15999,129375,1995
Opel,Corsa,2013,5800,81795,1229
Alfa Romeo,MiTo,2013,5800,163344,1248
VW,Passat,2011,7999,223414,1968
VW,Golf 6,2010,5800,163000,1400
BMW,318,2013,10990,175925,1995
Mercedes,A 180,2009,3999,167400,1498
VW,New Beetle,2007,4990,96700,1300
Ford,Mondeo,2013,8990,217862,1997
Mercedes,E klasa,2010,11990,306527,2987
Škoda,Fabia,2006,2200,148329,1198
Fiat,Stilo,2003,1550,186000,1596
VW,Golf 3,1995,1099,157000,1598
Fiat,Stilo,2003,1800,198000,1900
Fiat,500,2011,4670,96366,1242
Lancia,Kappa,1997,1900,236000,1998
VW,Passat,2004,2900,252000,1896
Citroen,C4 Grand Picasso,2007,3150,172000,1560
Audi,A3,2011,6390,161000,1598
Suzuki,SX 4,2011,6999,110000,1956
Citroen,C5,2001,1180,179000,1800
Mazda,5,2006,2950,172000,1998
VW,Jetta,1990,600,334495,1300
VW,Passat,2000,1890,341200,1896
Ford,Focus,2001,1700,144000,1600
Peugeot,207,2006,3300,130540,1360
Škoda,Roomster,2006,2590,297832,1896
Fiat,Punto,2002,1500,250000,1900
Ford,Focus,2002,1350,275000,1800
VW,Golf 6,2009,5850,168000,1390
Opel,Insignia,2015,15999,64520,1956
Ford,Focus,2004,1750,190000,1754
VW,Eos,2007,6500,241100,1968
Saab,95,2001,1600,252000,1995
Peugeot,208,2016,6990,80000,1598
VW,Touran,2005,3190,175000,1896
Dacia,Logan,2007,1650,200000,1389
VW,Golf 2,1987,850,345623,1600
Citroen,Nemo,2011,4500,138416,1248
Peugeot,3008,2011,6800,169076,1598
Ford,Focus,2008,3100,223900,1600
Renault,Scenic,2015,6300,200000,1498
Mercedes,CL,2007,29999,114298,5461
Ford,Transit,2007,4000,200000,2200
Mazda,5,2006,2990,168000,1998
Mazda,3,2005,2800,240000,1600
Toyota,RAV4,2003,4250,2200000,1995
Peugeot,207,2011,3800,174476,1600
Audi,A3,2010,7490,185000,1600
Fiat,Stilo,2005,2250,237346,1876
Mercedes,E klasa,2008,5499,260310,2987
Fiat,Punto,2001,820,200000,1242
Citroen,C4 Aircross,2014,8498,100659,1590
Peugeot,406,2001,1500,301500,1998
Peugeot,207,2007,2850,204804,1398
VW,Vento,1993,799,225134,1896
VW,Polo,1997,350,160000,1400
Toyota,Yaris,2003,1550,180000,1389
Dacia,Logan,2008,2350,216000,1600
Peugeot,307,2004,2200,193500,1998
Ford,Fiesta,2012,4700,92000,1242
Mazda,2,2005,2750,107000,1389
Peugeot,307,2002,2190,190056,1998
Renault,Clio,2003,1350,183000,1149
Fiat,Seicento,2003,1300,180000,1100
Peugeot,206,2001,1500,260000,2000
Opel,Corsa,2002,1300,264000,1700
Renault,Captur,2017,10250,202000,1498
Renault,R 19,1994,400,384846,1700
VW,Sharan,2005,5100,221356,1896
Škoda,Octavia,2010,8320,132000,1968
Suzuki,Grand Vitara,2004,4000,220000,1997
Škoda,Octavia,2015,10280,190000,1968
Renault,Twingo,2009,3099,91366,1461
Daewoo,Tacuma,2002,500,140000,1800
Audi,A6,2001,1350,250000,2500
Toyota,Yaris,2008,3499,155000,1000
Mercedes,C 200,2004,3300,287000,2148
Renault,Laguna,2001,1299,216000,1897
Seat,Ibiza,2003,1850,210400,1400
Škoda,Rapid,2013,9250,105000,1390
Škoda,Octavia,2006,4580,138150,1896
Kia,Sportage,2004,3950,240000,1997
Škoda,Octavia,2013,9250,88000,1197
Toyota,Yaris,2001,1950,275000,1300
Renault,R 19,1994,400,384846,1700
Opel,Astra,2001,1150,440000,1996
Peugeot,206,2004,1890,193492,1398
Toyota,RAV4,2004,4350,196000,1995
Chevrolet,Spark,2011,3290,148000,1206
Škoda,Fabia,2008,3740,186000,1896
Fiat,Stilo,2003,1550,175000,1900
Shuanghuan,CEO,2008,2300,30000,2351
Fiat,Brava,1996,800,230000,1370
Škoda,Octavia,2013,7010,169000,1598
Nissan,Micra,2004,2300,225689,1200
VW,Passat,2008,5400,281000,1986
VW,Golf 5,2004,2950,201875,1400
Citroen,C5,2009,4500,294700,1600
Audi,A4,2006,4900,188314,1968
Seat,Ibiza,2002,2200,192000,1896
Škoda,Octavia,2007,2710,244000,1968
Opel,Astra,2001,2100,241000,1698
Opel,Zafira,2003,1600,200000,1995
Ford,Focus,2002,450,210000,1753
Mazda,6,2002,2300,227000,1789
Fiat,500,2014,7200,77000,1289
Renault,Megane,2010,4850,103000,1600
Škoda,Fabia,2008,3460,162420,1598
Renault,Kadjar,2017,13950,171000,1498
VW,Passat,2009,4990,202549,1998
Fiat,Doblo,2005,2650,204000,1910
Ford,Focus,2007,3000,222000,1596
Audi,Q5,2015,20500,180000,1995
Renault,Megane,2004,1550,180000,1890
Opel,Astra,1997,700,230000,1598
Citroen,Berlingo,2011,2399,188745,1560
Fiat,Multipla,2005,2200,183011,1600
BMW,Serija 5,2006,9499,186656,2996
Chevrolet,Spark,2007,1500,97000,800
Hyundai,i20,2019,8490,21686,1248
Škoda,Superb,2013,9999,171524,1968
Chevrolet,Spark,2008,1800,99000,800
Renault,Scenic,2000,1150,229945,1870
Renault,Megane,2005,2900,150000,2000
Land Rover,Discovery,2016,32000,81217,2993
Peugeot,308,2007,3750,221321,1600
BMW,320,2015,9700,225800,1995
Hyundai,Elantra,2001,1090,250000,1600
Škoda,Octavia,2018,17499,14312,999
Peugeot,307,2005,2350,272000,1600
Alfa Romeo,147,2002,1750,206900,1900
VW,Scirocco,2008,6799,160988,1390
Opel,Corsa,2004,1800,196000,1199
Škoda,Fabia,2015,8499,31715,1197
Citroen,Berlingo,2010,1699,296054,1560
Fiat,Grande Punto,2006,2650,210000,1400
Mercedes,M klasa,2011,12499,220489,2987
Volvo,XC 60,2010,8800,275000,2400
Chevrolet,Spark,2008,1500,130000,800
Škoda,Octavia,2016,11590,178936,1968
BMW,X3,2006,7299,134399,1995
Peugeot,306,2001,1100,190000,1986
Peugeot,307,2004,1499,218000,1997
MINI,Cooper,2007,5190,144103,1598
Alfa Romeo,156,2003,1850,224000,1900
Škoda,Octavia,2016,8350,163067,999
Toyota,Corolla Verso,2002,2190,270123,1998
Škoda,Octavia,2009,6600,134048,1896
Škoda,Fabia,2018,10499,14493,999
Opel,Antara,2013,10699,130525,2231
Ford,B Max,2014,7499,58272,998
VW,Golf 5,2004,3000,314000,1998
VW,Passat,2007,4850,235123,1900
Audi,A6,2002,2999,290000,2480
VW,Sharan,2006,4499,209527,2792
Toyota,RAV4,2013,14500,90060,2231
VW,Passat,2001,2490,181000,1940
VW,Tiguan,2012,10900,198000,1968
Audi,A4,2002,3200,270000,1986
VW,Passat,2015,12990,116648,1968
Ford,Mondeo,2016,11990,134000,1997
Audi,A3,2011,9900,65400,1595
Škoda,Felicia,1998,500,200000,1900
BMW,Serija 5,2015,14990,183000,1995
Renault,Laguna,2006,1499,225000,1870
Alfa Romeo,159,2006,3000,192000,1910
VW,Golf 4,2005,2650,322000,1900
VW,Passat,2016,12690,174444,1968
Peugeot,308,2015,7990,144000,1560
Ford,Focus,2001,1350,247000,1800
VW,Touran,2008,6800,196000,1968
Volvo,XC 60,2010,10999,182700,2400
Audi,A4,2016,15990,182000,1968
Seat,Altea XL,2011,4990,263914,1598
Ford,Focus C_Max,2016,11599,169282,1997
Škoda,Fabia,2012,4499,178550,1598
Ford,Fusion,2008,3650,122781,1399
Volvo,S60,2015,14950,129287,1984
Saab,9_3,2004,3400,171000,1910
Mazda,3,2014,9990,133791,1496
Rover,200,1999,969,168000,1998
Kia,Sportage,2016,16490,52215,1598
Peugeot,308,2016,8790,185168,1997
VW,Golf 5,2008,3650,234000,1896
Škoda,Yeti,2009,6500,215390,1968
VW,Polo,2008,3600,101486,1200
VW,Passat,2004,2999,208000,1900
Rover,200,1999,1269,197000,1580
Volvo,V40,2001,1499,255000,1900
VW,Golf 5,2005,3300,199650,1895
VW,Passat,2015,12990,177900,1968
Honda,Jazz,2004,2990,144229,1339
Renault,Scenic,2002,1400,180000,1390
Peugeot,308,2015,8490,89000,1560
VW,Passat,2016,13990,144121,1968
BMW,Serija 5,2015,13990,185000,1995
Audi,A4,2008,7199,219946,1798
Opel,Insignia,2015,9950,164162,1956
MINI,Cooper,2010,5899,175870,1560
VW,Polo,2008,2600,170000,170000
Renault,Scenic,2001,1500,343000,1900
Mercedes,E klasa,2011,11499,259795,2143
Ford,Mondeo,2015,12990,115000,1997
VW,Golf 4,2000,1950,225000,1896
Citroen,Xsara Picasso,2001,1200,390000,1794
VW,Touran,2016,11990,177000,1598
VW,Passat,2016,15650,105520,1598
Audi,A4,2016,15990,183000,1968
Škoda,Octavia,2016,13990,114500,1968
VW,Golf 7,2015,15990,103300,1968
Opel,Astra,2005,3200,203617,1686
Audi,A2,2002,2250,166186,1399
Škoda,Octavia,2018,19990,45000,1968
Audi,A4,2007,5350,180000,1986
Renault,Kangoo,2009,1990,194000,1500
Volvo,V60,2015,11690,146319,1984
BMW,116,2006,3650,176000,1596
Fiat,Freemonte,2011,8800,177436,1956
Citroen,C4,2016,8650,123042,1560
VW,Passat,2002,2600,390450,2
VW,Passat,2008,3790,210000,1868
Volvo,S60,2011,10390,146925,1984
Mercedes,C klasa,2003,2999,245526,2687
Volvo,XC 70,2011,14990,128895,2400
Ford,Focus,2004,1600,163000,1400
VW,Golf 4,2001,1899,320000,1600
Fiat,Bravo,2008,3600,217000,1600
Peugeot,RCZ,2012,10500,74000,1598
Audi,A6,2010,9990,210000,2698
Ford,Fiesta,2016,7790,23089,1242
Renault,Scenic,2012,4400,175000,1461
VW,Passat,2013,9300,186408,1598
Mercedes,GLK 220,2015,23999,76270,2143
Alfa Romeo,147,2004,1950,222321,1900
Peugeot,407,2005,2600,226000,1600
VW,Bora,2002,2150,343000,1889
Fiat,Grande Punto,2008,3100,195540,1300
VW,Golf 7,2015,15990,110550,1968
Alfa Romeo,159,2006,2950,183450,1910
Jeep,Cherokee,2006,5190,166000,2776
Citroen,C3,2005,1699,215000,1199
Mercedes,A 140,2001,1350,185000,1398
Škoda,Fabia,2012,4750,168263,1598
Renault,Modus,2011,3499,240000,1500
BMW,318,2005,4900,267000,1995
Fiat,500,2011,5500,124000,1242
Citroen,C3,2014,4900,151000,1398
VW,Passat,2013,9999,207000,1599
Mazda,626,1992,490,298000,1839
Fiat,Punto,2001,820,200000,1242
Škoda,Fabia,2010,3700,244000,1398
VW,Passat,2012,8199,220000,1989
Peugeot,3008,2010,5799,202000,1600
Škoda,Octavia,2002,1400,304000,1900
Audi,A4,2014,13000,171000,2000
Renault,Scenic,2006,2600,224000,1988
Wartburg,Wartburg,1989,470,120000,1300
VW,Golf 5,2004,3750,20013,1900
VW,Golf 6,2009,5490,193176,1390
Renault,Megane,2001,1350,275000,1870
Mercedes,CLK 220,2006,11500,157000,2148
Opel,Vectra,1998,870,255000,1798
Opel,Corsa,2003,1860,11500,1188
Opel,Astra,2005,2999,175000,1698
Alfa Romeo,147,2002,1499,189000,1900
Opel,Astra,2002,900,182000,1995
Chevrolet,Spark,2007,1500,140000,850
BMW,320,2007,4700,209000,1995
Audi,80,1990,650,234567,1781
Opel,Corsa,2007,2990,180000,1258
Alfa Romeo,147,2008,1890,174000,1900
Opel,Corsa,2000,1250,150000,1000
Fiat,Stilo,2004,1600,158000,1910
Audi,A3,2012,8190,224000,1598
Ford,Galaxy,2009,5390,195000,1986
Renault,Scenic,2006,1690,181000,1900
BMW,520,2006,6500,270321,2000
Peugeot,407,2005,3300,195000,1600
Peugeot,206,2001,1399,220000,1100
VW,Golf 5,2007,4090,225000,1896
Kia,Sportage,2009,5150,174000,1991
Opel,Astra,2011,4990,185000,1686
Fiat,Ulysse,2003,2850,223000,1997
Kia,Rio,2001,1222,193600,1398
Opel,Astra,1999,1000,267000,1389
Renault,Laguna,2001,1050,255566,1899
Mercedes,Vaneo,2004,2550,180000,1689
Fiat,Seicento,2003,1000,170000,1100
VW,Golf 6,2010,6300,185752,1598
Peugeot,308,2015,9650,94700,1560
Citroen,Saxo,2001,790,197000,1100
Opel,Meriva,2007,2950,192000,1248
Opel,Corsa,2016,5890,172991,1248
Opel,Astra,2000,850,320000,2000
Opel,Astra,2000,1800,171000,1700
VW,Touran,2009,4990,200000,1896
Opel,Corsa,2008,2900,220000,1200
BMW,318,2000,1800,223000,1895
Renault,Megane,2004,1600,198000,1900
VW,Polo,2011,5190,200000,1598
Opel,Corsa,1997,590,1000,1195
Škoda,Octavia,2016,10950,137179,1598
Renault,Kangoo,2008,2500,272800,1461
BMW,320,2001,1900,270000,2000
Ford,C Max,2010,3990,175000,1560
Suzuki,Grand Vitara,2006,4999,196500,1870
Suzuki,Swift,2005,2950,108,1328
MINI,One,2002,1750,160000,1598
Zastava,Koral,2003,1000,101000,1116
Zastava,Koral,2007,1000,16600,1100
Lada,Niva,2000,1550,170000,1690
Fiat,Grande Punto,2006,2700,232000,1900
Toyota,Yaris,2002,1800,217897,998
VW,Passat,2006,4350,233000,1598
Mercedes,A 180,2008,2000,95000,1992
Hyundai,Santa Fe,2009,6890,208000,2188
Renault,Laguna,2002,1500,200000,1783
Lada,Niva,1990,1550,88000,1600
Honda,Accord,2005,99,200000,2200
Renault,Clio,2002,1499,152000,1149
VW,Polo,2015,10199,30120,1197
Mercedes,220,2004,3800,165800,2200
Jeep,Grand Cherokee,2013,18500,154785,2987
Mercedes,E klasa,2014,18999,137206,2143
Fiat,Idea,2005,2500,215000,1248
Fiat,Punto,2003,1600,150000,1242
Opel,Astra,2017,13500,64504,1598
VW,Passat,2016,16850,184300,1968
BMW,X3,2009,7500,196138,1995
Renault,Clio,2002,1100,212000,1461
VW,Passat,2010,8499,165998,1390
Opel,Astra,2004,2250,129000,1598
Škoda,Superb,2016,17990,151458,1968
Ford,Focus,2001,600,2500,1
BMW,X3,2011,12499,219389,1995
Mercedes,E klasa,2017,40000,50850,2143
Audi,A5,2016,24990,56450,2967
BMW,Serija 3,2015,11990,179386,1995
Fiat,Panda,2007,2199,218000,1100
Honda,Civic,2007,11,200000,2200
Audi,Q3,2015,19500,129750,1968
Seat,Leon,2009,9250,103600,1984
Renault,Modus,2006,2350,157000,1461
Ford,Kuga,2015,13490,111000,1997
Citroen,C3,2010,4500,169000,1397
Audi,A4,2016,26550,102100,1968
VW,Touareg,2009,8990,97846,2461
VW,Polo,2001,1690,225063,1390
Honda,Civic,1998,99,200000,1400
VW,Tiguan,2014,17990,108650,1968
Renault,Megane,2004,2200,138000,1600
VW,Passat,2008,5450,234000,1896
Honda,Accord,2001,99,125000,1800
Audi,A4,2017,36990,55150,2967
Chrysler,Grand Voyager,2006,5299,134000,2800
VW,Polo,2004,2190,160000,1422
Ford,Focus,2015,7498,191302,1499
Chevrolet,Lacetti,2006,2199,147700,1600
VW,Passat,2003,2500,260000,1896
Audi,Q5,2014,19990,188439,1968
Ford,Fiesta,2009,3890,189801,1399
Škoda,Superb,2014,13599,111867,1968
Mazda,5,2008,4850,138268,1998
Audi,A6,2016,32300,88950,2967
Ford,Fiesta,2002,1650,173000,1400
Audi,Q5,2017,37490,42850,1968
Fiat,500,2016,9850,43700,1242
Alfa Romeo,Giulietta,2011,5900,180000,1956
Opel,Corsa,2004,1950,133857,1248
Peugeot,308,2014,9200,58323,1199
Audi,A3,2015,14900,50000,1598
Seat,Altea,2014,6200,165303,1598
Peugeot,407,2006,2690,160000,1997
VW,LT,2000,4600,239519,2461
Fiat,Idea,2007,2450,136000,1368
VW,Sharan,2015,14990,153045,1968
Peugeot,3008,2016,10350,145157,1560
Renault,Clio,2006,1500,166000,1461
Fiat,Bravo,2008,3350,205000,1910
Mazda,3,2009,4990,176000,1560
Peugeot,508,2015,15500,97000,1997
Seat,Altea XL,2008,3650,180000,1896
Fiat,Bravo,2008,2699,180000,1896
VW,Touran,2008,4690,209000,1896
Peugeot,207,2008,2950,166000,1370
Renault,Megane,2010,4250,194000,1461
VW,Golf 7,2017,11790,151670,1598
Peugeot,308,2008,3790,197000,1560
VW,Golf 7,2016,10300,141694,1598
SsangYong,Kyron,2007,3150,180000,1998
Fiat,Doblo,2008,3990,151632,1248
Peugeot,307,2003,1890,216000,1997
Ford,Mondeo,2016,10990,143544,1499
Peugeot,307,2007,2650,299900,1600
Audi,A1,2012,7500,191749,1390
Mazda,5,2015,13900,67375,1560
BMW,M3,2011,34990,80478,3999
Audi,A3,2009,6350,189800,1968
Citroen,C4,2016,8950,111766,1560
Citroen,Xsara Picasso,2004,1850,212000,1997
Mazda,2,2006,2350,176000,1242
Ford,C Max,2018,16490,41325,1499
Honda,Civic,2006,4790,204000,1339
BMW,X4,2015,31000,91000,1995
Seat,Altea XL,2007,4190,179599,1896
Mazda,3,2004,2690,184000,1560
Opel,Corsa,2010,3400,182000,998
Opel,Meriva,2006,2590,176000,1598
VW,Passat,2016,15900,91032,1968
Ford,S_Max,2015,13490,203881,1997
Mercedes,A 160,2006,3700,243596,1992
VW,Sharan,2002,2500,475079,1896
Škoda,Fabia,2005,4200,192871,1896
VW,Golf 7,2015,9990,188708,1968
Fiat,Idea,2004,2150,122000,2004
BMW,116,2005,3750,144000,1596
Opel,Astra,2006,2500,188000,1589
VW,Polo,2012,6190,160646,1199
Opel,Astra,2004,2899,209021,1686
Citroen,C4,2005,2490,194000,1360
Peugeot,206,2004,1990,134000,1398
Audi,A4,2015,14255,179943,1968
Audi,A6,2006,3950,296149,1968
Audi,A6,2005,6497,189289,2698
Renault,Scenic,2015,8490,150316,1598
VW,Golf 2,1988,400,276000,1600
Citroen,C4,2011,2990,200000,1600
VW,Passat,2001,2850,244000,1896
Audi,A5,2014,23500,160191,2967
Renault,Clio,2006,2450,134000,1149
Mercedes,A 170,2003,1490,260145,1689
Opel,Insignia,2011,6800,198000,1956
Alfa Romeo,147,2006,2950,173150,1900
Opel,Corsa,2002,1450,170000,1200
Škoda,Fabia,2002,1750,209665,1897
Lada,Riva,1987,500,200000,1300
Peugeot,207,2006,2600,155000,1560
Ford,Focus,2011,4990,174000,1560
VW,Golf 4,2001,2250,230000,1600
Citroen,C3,2005,1850,138000,1124
Citroen,C3,2006,1990,175000,1398
Opel,Astra,2005,2699,216000,1700
Mercedes,M klasa,2006,9990,323777,2987
Fiat,500,2016,8499,132922,1242
Nissan,Primera,1991,750,306000,1598
Lamborghini,Aventador,2013,239988,15318,6498
Renault,Clio,2002,1600,240000,1390
Citroen,C5,2006,3300,180000,1996
Peugeot,308,2009,3800,200000,1600
Citroen,C4,2011,2990,200000,1600
Opel,Corsa,2007,3100,121000,1229
Porsche,Cayenne,2008,17500,77159,4806
VW,Passat,2011,10900,77431,1968
Volvo,XC 60,2011,12300,185000,2000
VW,Scirocco,2009,7290,170035,1390
Fiat,Panda,2001,820,150000,1198
VW,Golf 4,1998,1550,284700,1400
Fiat,Grande Punto,2006,2300,138000,1368
Opel,Astra,2001,1550,250000,1995
Škoda,Fabia,2018,8800,12471,999
Škoda,Octavia,2008,3990,224931,1595
VW,Golf 5,2005,3850,190,1900
VW,Golf 6,2013,8550,201637,1598
Ford,Focus,2004,1520,221000,1800
Mercedes,Vito,2014,15490,190597,2143
Alfa Romeo,156,2002,1800,200000,2000
Audi,Q7,2017,69990,37368,2967
Opel,Astra,2001,1350,198000,1995
Škoda,Superb,2010,8040,160000,1984
Opel,Zafira,2005,3001,212000,1910
Hyundai,Santa Fe,2002,2990,261500,1991
Toyota,RAV4,2010,10700,129500,1987
Toyota,Yaris,2008,3260,159300,1798
Dacia,Duster,2014,5330,228000,1461
BMW,316,1995,1399,260000,1590
VW,Golf 5,2006,2800,230000,1400
Renault,Megane,2004,1800,215250,1870
VW,Sharan,2008,5520,209700,1781
VW,Jetta,1985,650,22222,1580
Opel,Meriva,2005,2399,162000,1686
Opel,Meriva,2007,2490,150000,1686
Citroen,DS5,2015,13240,124800,1997
Alfa Romeo,GT,2005,2710,194000,1910
VW,Passat,2010,6450,148000,1798
Renault,Laguna,2006,2150,252350,1870
Renault,Espace,2002,650,179000,1987
Peugeot,306,1995,790,233000,1360
Daewoo,Tacuma,2000,600,180000,1800
Alfa Romeo,MiTo,2010,3730,165500,1368
VW,Sharan,2005,4580,202000,2792
Fiat,Punto,2001,1050,186504,1242
Zastava,Koral,1991,449,86772,1116
Citroen,DS3,2011,6000,42900,1598
Alfa Romeo,147,2005,3650,95800,1598
Renault,Captur,2016,9350,132540,1461
Škoda,Octavia,2008,5250,229000,1893
Peugeot,206,2002,1700,145500,1124
VW,Golf 5,2004,3500,282153,1896
Ford,Fiesta,2009,3450,199983,1399
Toyota,RAV4,2006,5610,178000,2231
Škoda,Octavia,2014,12620,84200,1395
VW,Polo,2003,2400,183368,1390
Alfa Romeo,147,2005,4390,96200,1598
Citroen,DS4,2014,8570,105200,1560
Mercedes,A 180,2008,3250,223350,1991
Citroen,Xsara Picasso,2002,1449,414300,1997
Ford,Focus,2012,5690,168000,1560
Toyota,Verso,2014,8300,89000,1598
Renault,Megane,2014,7010,83300,1461
Chevrolet,Aveo,2012,2330,180000,1399
Škoda,Octavia,2007,3500,240000,1898
Renault,Clio,2001,1350,290000,1200
VW,Passat,2004,2700,205000,1896
Peugeot,2008,2016,10950,164659,1560
Fiat,Punto,2002,990,239000,1242
Opel,Vectra,2001,1200,452794,2000
Citroen,C5,2008,4250,221563,1560
Peugeot,306,2001,950,203000,1868
VW,Sharan,2004,4580,175000,1896
Alfa Romeo,147,2009,1780,198000,1598
Renault,Laguna,2002,1750,213000,1900
Ford,Focus,2001,1650,178000,1600
Renault,Laguna,2002,650,241456,1870
Citroen,C4 Grand Picasso,2007,3000,250000,1600
Alfa Romeo,147,2005,4210,154700,1598
Audi,A4,2003,3200,170000,1900
Ford,Focus,2005,2550,128795,1760
Peugeot,308,2012,4760,87960,1598
Peugeot,308,2010,2050,198000,1598
Ford,Fusion,2003,2000,168537,1600
Toyota,RAV4,2003,4500,186543,1995
Seat,Toledo,2013,7350,112658,1197
Renault,Captur,2016,9650,145410,1461
BMW,318,2011,9500,220241,1995
VW,Tiguan,2008,8990,183454,1968
Kia,Sportage,2005,4100,186743,1991
Lancia,Musa,2004,2250,168537,1300
Škoda,Fabia,2015,6990,109027,1398
Ford,C Max,2007,3300,160267,1560
Opel,Insignia,2018,22600,35299,1956
Mercedes,B 200,2009,5750,154336,1991
Opel,Astra,2019,14350,22000,1598
Opel,Meriva,2010,4800,173446,1248
Peugeot,208,2015,6800,130677,1560
Ford,C Max,2006,3250,165178,1760
Opel,Insignia,2011,7150,157369,1956
Peugeot,308,2016,9250,152162,1560
Ford,Fiesta,2015,5990,111230,1242
VW,Passat,1999,2300,230523,1896
Opel,Zafira,2017,19500,35895,1956
Fiat,Punto,2008,2450,158645,1248
Renault,Kadjar,2015,11950,145723,1461
Fiat,Grande Punto,2011,3600,204303,1248
Citroen,C4 Grand Picasso,2007,3500,161304,2000
Renault,Grand Scenic,2014,7990,197555,1461
Renault,Grand Scenic,2008,3350,168746,1870
VW,Caddy,2002,1650,269000,1896
Renault,Scenic,2003,2300,183554,1900
Opel,Meriva,2003,2600,243891,1686
Nissan,Juke,2016,10950,93006,1461
Audi,A4,2004,2300,221345,2496
Hyundai,ix35,2011,10300,108,1995
Alfa Romeo,GT,2008,3500,168537,1910
VW,Golf 4,2003,2550,183554,1896
Opel,Astra,2017,11900,34395,1399
Ford,Focus,2016,7950,106525,1499
Renault,Megane,2013,6650,102600,1461
Renault,Captur,2016,9990,114781,1461
Mitsubishi,Pajero,1991,999,232000,2477
Opel,Astra,2017,13750,30707,1598
VW,Touran,2003,3350,195221,1896
